anime_id,person_id,role
36784,30376,Director
36784,1661,"Script, Series Composition, Original Creator, Chief Producer"
36784,46064,Theme Song Performance
36784,46065,Theme Song Performance
9291,10129,Director
9291,46067,Original Creator
9291,3140,Chief Animation Director
9291,46068,Executive Producer
49869,12459,"Director, Episode Director, Storyboard"
49869,11583,"Script, Series Composition"
49869,45902,Original Creator
49869,46069,"Background Art, Art Director"
41374,12430,Director
41374,46072,"Director, Script, Storyboard"
59499,20150,Director
59499,41337,Director
59499,36979,Script
59499,46078,Script
42892,1904,Producer
42892,7238,Producer
42892,46089,Producer
42892,7053,Producer
4756,8966,Director
4756,3869,ADR Director
4756,46099,Original Creator
4756,23997,Screenplay
41030,24693,Director
41030,29913,Storyboard
41030,11721,Music
10036,40397,Original Creator
10036,35857,Character Design
2564,2533,"Producer, Planning"
2564,25112,Producer
2564,29253,"Producer, Planning"
2564,390,Assistant Producer
34208,5644,Director
34208,3605,"Director, Episode Director, Storyboard"
34208,8490,Episode Director
34208,17007,Script
2973,11100,Producer
2973,44612,Director
2973,46109,Theme Song Performance
2973,10817,Original Creator
3355,7697,Producer
3355,3141,"Director, Storyboard"
3355,14804,"Sound Director, Sound Supervisor"
3355,25608,Episode Director
5082,5940,Director
5082,3338,Sound Director
5082,4373,"Episode Director, Storyboard"
5082,9833,"Episode Director, Storyboard"
23499,17095,Director
23499,30399,"Original Character Design, Original Creator"
23499,10514,Character Design
7083,2677,Director
35183,1161,Producer
35183,36624,Producer
35183,1162,Producer
35183,2173,"Director, Storyboard"
51119,17569,Producer
51119,6546,Producer
51119,40627,Producer
51119,24026,"Director, Episode Director, Script, Storyboard, Key Animation"
59843,1001,Music
59843,24770,Original Creator
59843,14434,Original Character Design
59843,46137,Art Director
9882,3073,"Director, Episode Director, Storyboard"
9882,10280,"Episode Director, Storyboard"
9882,46145,"Episode Director, Storyboard"
9882,2948,Episode Director
34213,4958,Producer
34213,38889,Producer
34213,14695,Producer
34213,7731,Producer
17651,3604,Assistant Producer
17651,5549,"Director, Episode Director, Storyboard"
17651,2921,Sound Director
17651,6518,"Episode Director, Storyboard, Assistant Director"
1270,308,Producer
1270,46167,Producer
1270,2969,Producer
1270,11130,"Director, Storyboard, Original Creator, Screenplay"
55845,46180,"Producer, Sound Director"
55845,3787,Producer
55845,46181,Director
55845,46182,"Script, Executive Producer"
4511,8403,Theme Song Performance
4511,35857,In-Between Animation
4511,46185,"Art Director, Background Art"
4511,28072,Original Creator
55848,5251,Producer
55848,2758,Producer
55848,46192,Assistant Producer
55848,46193,Assistant Producer
20469,46197,Director
20469,46198,Original Creator
6368,46200,Music
6368,46201,Original Creator
6368,41293,Original Character Design
48842,1355,Producer
48842,2380,Producer
48842,3037,Producer
48842,1436,Producer
49976,6765,Director
37106,8133,Director
37106,2190,Sound Director
37106,46215,Theme Song Performance
37106,36442,Theme Song Arrangement
36185,4715,Director
49392,45225,Director
49392,23738,Music
10547,6314,Producer
10547,5722,Producer
10547,16253,Producer
10547,9552,Producer
2085,29345,Producer
2085,11611,Producer
2085,1783,Sound Director
2085,7538,Episode Director
8999,21410,Setting
8999,27731,Art Director
8999,46231,Character Design
34117,16504,Director
23309,17799,Assistant Producer
23309,30988,"Director, Episode Director, Storyboard"
23309,3208,Sound Director
23309,32075,Episode Director
38935,14695,"Producer, Planning"
38935,40440,"Director, Storyboard"
38935,782,Sound Director
38935,17807,Episode Director
50653,1434,Producer
50653,1435,Producer
50653,1436,Producer
50653,26765,Producer
6917,5518,Producer
6917,44824,"Director, Episode Director, Storyboard"
6917,3073,"Episode Director, Storyboard"
6917,39636,"Episode Director, Storyboard"
10943,3727,Producer
10943,3073,Director
10943,19647,Script
10943,46254,Music
4910,11931,Producer
4910,282,Producer
4910,11932,Producer
4910,1516,Producer
1807,4267,Producer
1807,22084,Producer
1807,27519,Producer
1807,10588,"Director, Episode Director, Storyboard, Key Animation"
1746,120,Producer
1746,18935,Producer
1746,24404,"Director, Storyboard"
1746,782,Sound Director
4154,20335,Director
4154,3788,Episode Director
4154,9725,Episode Director
4154,10183,Episode Director
677,38647,Producer
677,15089,Director
677,8218,"Episode Director, Storyboard"
677,12314,Episode Director
35116,5770,Director
35116,10280,Episode Director
35116,8028,Music
35116,46303,Art Director
21033,7395,"Co-Director, Episode Director"
21033,159,Producer
21033,22084,Producer
21033,3377,Producer
9095,9636,"Director, Storyboard"
9095,46316,Theme Song Arrangement
9095,18995,In-Between Animation
9095,46317,Original Creator
1964,159,Producer
1964,2241,Producer
1964,561,Director
1964,32561,Script
44213,25711,Original Creator
2114,17687,Producer
2114,696,Director
2114,15301,"Director, Episode Director, Storyboard"
2114,17668,Episode Director
836,8433,Producer
836,4309,Producer
836,10816,Assistant Producer
836,17775,"Director, Storyboard"
10324,10757,Producer
10324,29899,Producer
10324,4204,Producer
10324,36212,Producer
37008,14189,Director
37008,12179,Theme Song Performance
37008,46335,Inserted Song Performance
37008,46336,Series Composition
38549,46340,"Director, Script"
54431,953,Producer
54431,19701,Producer
54431,2560,Producer
54431,46348,Producer
315,4030,"Episode Director, Storyboard, Animation Director"
315,15937,"Storyboard, Setting, Layout, Character Design"
315,43709,"Assistant Animation Director, Key Animation"
315,39185,"Animation Director, Character Design"
40849,12617,"Theme Song Performance, Theme Song Composition, Theme Song Lyrics, Theme Song Arrangement"
40849,46362,Theme Song Performance
40849,46363,Original Creator
40849,46364,Original Character Design
42959,1355,Producer
42959,1434,Producer
42959,2130,Producer
42959,46377,Producer
5849,4837,"Director, Episode Director"
5849,37305,Original Creator
1999,2241,Producer
1999,561,"Director, Episode Director"
1999,4701,Sound Director
1999,32561,Script
17010,46386,"Director, Key Animation, Background Art"
17010,21561,Music
17010,46387,Key Animation
17010,43278,Background Art
105,3959,Producer
105,19300,Producer
105,20150,"Director, Storyboard"
105,1783,Sound Director
48776,801,Producer
48776,39635,Producer
48776,10182,"Director, Storyboard, Original Character Design"
48776,46402,"Episode Director, Storyboard"
2127,7859,Producer
2127,24113,"Director, Storyboard"
2127,5771,"Episode Director, Storyboard"
2127,25392,"Episode Director, Storyboard"
2285,10958,Producer
2285,24693,Director
2285,6123,"Director, Script, Storyboard"
2285,782,Sound Director
5908,5940,"Director, Episode Director, Storyboard"
5908,7776,"Episode Director, Storyboard"
5908,7136,"Episode Director, Storyboard"
5908,6728,"Episode Director, Storyboard"
54973,7221,Producer
54973,21064,Theme Song Performance
35122,11725,Original Creator
3905,46426,Director
3905,1865,Assistant Director
3905,43941,In-Between Animation
3905,29152,Key Animation
42829,46429,Producer
42829,46430,Producer
42829,41254,"Director, Episode Director, Storyboard"
42829,8602,Sound Director
37395,161,Producer
37395,1160,Producer
37395,3022,Producer
37395,3024,Producer
38610,1038,Producer
38610,3506,Producer
38610,5721,Producer
38610,14130,Producer
33389,8012,Sound Director
33389,9397,Music
33389,46446,Music
33389,30692,Sound Effects
37046,12666,Original Creator
38254,7716,Producer
38254,37042,Director
38254,6664,Sound Director
38254,44459,"Theme Song Arrangement, Theme Song Composition, Theme Song Lyrics, Music"
22443,46457,Director
22443,27356,Script
22443,40781,Original Creator
22443,46458,Animation Director
28673,8698,"Editing, Executive Producer"
28673,46461,Original Creator
3488,17005,"Producer, Sound Director"
3488,7134,Director
3488,8421,Storyboard
3488,11426,Key Animation
2243,6876,Director
2243,46470,Director
2243,10575,"Episode Director, Storyboard"
2243,27869,"Episode Director, Storyboard"
4760,24178,Character Design
4760,27721,Original Character Design
4760,44282,Original Creator
3190,42381,Director
3190,34681,Original Creator
1810,3959,Producer
1810,9307,Producer
1810,2484,Producer
1810,6708,Producer
33498,27377,"Episode Director, Storyboard"
33498,15189,"Episode Director, Storyboard"
33498,15302,Theme Song Performance
33498,31579,Key Animation
1733,6006,Producer
1733,310,Producer
1733,4838,Director
1733,6553,Script
7681,46485,Director
7681,578,Episode Director
7681,17942,"Episode Director, Storyboard"
7681,5989,Storyboard
38788,2863,"Episode Director, Storyboard"
38788,12560,Original Creator
30757,9457,Producer
30757,14213,Producer
30757,7790,"Director, Episode Director, Storyboard"
30757,782,Sound Director
16680,9723,Producer
16680,11931,Producer
16680,3454,Producer
16680,2089,Assistant Producer
7017,41388,Original Creator
10739,1497,"Director, Episode Director, Storyboard"
10739,8219,Script
10739,23630,Script
10739,4518,ADR Director
20185,10607,Producer
20185,2173,"Director, Screenplay"
20185,43292,Theme Song Performance
20185,46490,Theme Song Performance
31156,5070,Producer
31156,21459,Producer
31156,6663,Producer
31156,14735,"Director, Sound Director"
257,1904,Producer
257,4045,Producer
257,6876,"Director, Storyboard"
257,30464,"Episode Director, Storyboard, Animation Director, Key Animation"
27721,10905,Producer
27721,1516,Producer
27721,5940,"Director, Episode Director, Storyboard"
27721,3732,"Episode Director, Storyboard"
37346,13855,Sound Director
37346,12093,Script
37346,22574,Theme Song Performance
37346,46515,Theme Song Performance
31866,15959,Director
31866,28668,Theme Song Performance
31866,17300,Inserted Song Performance
31866,46520,Original Creator
34799,1160,Producer
34799,7011,Producer
34799,3024,Producer
34799,7351,Producer
30524,30376,"Director, Original Creator"
30524,43203,Script
30524,45794,Theme Song Performance
30524,1661,Associate Producer
30625,10987,Episode Director
30625,46533,Original Creator
6492,18156,Producer
6492,9725,Director
6492,8071,"Episode Director, Storyboard, Character Design, Animation Director, Original Character Design, Key Animation"
6492,44825,"Script, Original Creator"
1617,28,"Producer, Planning"
1617,27376,"Director, Episode Director, Storyboard"
1617,2921,Sound Director
1617,32263,Script
34475,7790,Director
34475,4220,Storyboard
34475,40215,Theme Song Performance
1298,33696,"Director, Character Design"
1298,14894,Episode Director
1298,46542,Music
1298,32225,Original Creator
8438,9725,Director
8438,33130,Director
8438,31518,Original Creator
8438,31519,Original Character Design
37179,46551,ADR Director
37179,46552,ADR Director
21679,18458,"Theme Song Composition, Theme Song Arrangement"
21679,37156,Theme Song Lyrics
21679,19350,Music
21679,46560,Original Creator
20033,1888,Producer
20033,4288,Producer
20033,36170,Producer
20033,10729,Producer
817,310,Producer
817,10576,"Director, Episode Director, Storyboard"
817,782,Sound Director
817,9584,Episode Director
10005,12348,"Director, Script, Storyboard"
10005,34661,Episode Director
10005,46572,Storyboard
10005,46573,Original Creator
12715,5561,Producer
12715,5520,Producer
12715,4610,"Episode Director, Storyboard, Key Animation"
12715,31665,Script
7793,44762,Producer
7793,24530,Director
7793,14121,Episode Director
7793,46580,Episode Director
2261,10987,Director
2261,8294,Sound Director
2261,46592,"Script, Original Creator"
2261,46593,Character Design
50383,8983,Character Design
50383,2864,Key Animation
50383,46597,Character Design
50383,14024,Special Effects
6730,5971,Episode Director
6730,10491,Episode Director
6730,21228,Episode Director
6730,12194,Episode Director
12437,575,Producer
12437,927,Producer
12437,6708,Producer
12437,19043,"Director, Script, Storyboard, Animation Director, Character Design, Key Animation, Screenplay"
4744,6314,Producer
4744,24830,Producer
4744,12347,Producer
4744,11758,Assistant Producer
28447,510,Producer
28447,9260,Director
28447,7170,Episode Director
28447,12223,"Theme Song Lyrics, Theme Song Performance, Theme Song Composition, Theme Song Arrangement"
35427,159,Producer
35427,6052,Producer
35427,8844,Producer
35427,1258,Assistant Producer
45731,14894,Director
45731,46625,Music
45731,46626,Original Character Design
45731,46627,Screenplay
36511,159,Producer
36511,1039,Producer
36511,2317,Producer
36511,9857,Producer
9202,13394,Producer
9202,5008,Producer
9202,43582,Director
9202,782,Sound Director
7334,189,Producer
7334,43637,Producer
7334,3597,Producer
7334,3428,Director
44072,30729,Director
44072,7221,Planning
44072,8698,Executive Producer
44072,7222,Chief Producer
6900,28212,Director
6900,24285,Episode Director
6900,46661,"Episode Director, Storyboard"
6900,9094,Script
6130,15778,Producer
6130,12274,"Director, Episode Director, Storyboard"
6130,25779,"Director, Episode Director, Storyboard"
6130,11703,"Episode Director, Storyboard"
5772,10987,Director
5772,5498,Sound Director
5772,15908,Theme Song Lyrics
5772,20320,Theme Song Performance
10196,506,Producer
10196,6546,Producer
10196,12059,Producer
10196,9383,Producer
833,22084,Producer
833,30486,Producer
833,32991,Producer
833,46679,Producer
5496,46682,Original Creator
59190,13190,Director
59190,11345,Sound Director
59190,12768,Music
59190,5642,Original Creator
3433,10288,"Episode Director, Storyboard"
3433,6998,Script
3433,13040,Script
3433,16891,Theme Song Lyrics
7364,1729,Director
7364,14358,Original Character Design
7364,41925,Original Creator
7364,38075,Music
3022,2486,"Co-Director, Episode Director, Storyboard, Assistant Director"
3022,13340,"Director, Episode Director, Storyboard"
3022,12274,Episode Director
3022,10492,Episode Director
1682,159,Producer
1682,3182,Producer
1682,801,Producer
1682,3237,Producer
28205,20654,Director
28205,14584,Sound Director
28205,46709,"Script, Original Creator"
28205,12708,Theme Song Performance
10055,2416,Producer
10055,46711,Screenplay
10055,46712,Music
16119,4786,Sound Director
16119,46714,Original Creator
53722,11532,"Director, Episode Director, Storyboard, Original Creator, Animation Director, Key Animation"
53722,3375,Sound Director
53722,2665,"Episode Director, Storyboard"
53722,18523,Episode Director
1799,11611,Producer
1799,6633,Director
1799,1106,"Episode Director, Storyboard"
1799,10280,"Episode Director, Storyboard"
57946,6007,Producer
57946,14734,Producer
57946,46733,Producer
57946,22231,Producer
3952,42202,Script
3952,7538,Assistant Director
38180,28442,Original Creator
38180,46735,Original Character Design
38149,29491,Theme Song Performance
38149,12490,Music
38149,19355,Original Creator
1396,10885,Director
1396,20712,Theme Song Composition
1396,20713,Music
1396,39390,Character Design
34427,11031,Producer
34427,4827,Producer
34427,46753,Producer
34427,46754,Producer
10905,27823,Original Creator
10905,5618,Planning
53076,46756,Original Character Design
53076,46757,Original Character Design
53076,37222,Original Character Design
53076,46758,Original Character Design
4242,30770,Assistant Producer
4242,13971,Director
4242,30771,Sound Director
4242,13970,"Episode Director, Storyboard"
37188,36678,Producer
37188,46754,Producer
37188,46753,Producer
37188,46773,Producer
39699,13742,"Director, Episode Director, Series Composition"
39699,1412,Sound Director
39699,21686,"Episode Director, Storyboard"
39699,37043,Script
57488,46777,Script
30721,2002,Producer
30721,1661,Producer
30721,46787,Producer
30721,17892,Producer
39523,1434,Producer
39523,1265,Producer
39523,953,Producer
39523,8930,Producer
40180,462,Director
40180,6651,Key Animation
40180,46800,Key Animation
40180,32842,Art Director
51711,1355,Producer
51711,3037,Producer
51711,1436,Producer
51711,13524,Producer
5225,12776,Director
5225,5407,Original Creator
5225,7134,Key Animation
5225,29152,Character Design
41667,46815,ADR Director
36246,14695,Producer
36246,46819,Episode Director
36246,17374,Episode Director
36246,46820,Episode Director
57099,4507,Producer
57099,32093,Producer
57099,46833,Producer
57099,14734,Producer
35215,910,Director
35215,13315,Theme Song Composition
35215,8698,Executive Producer
1918,1925,Producer
1918,5561,Producer
1918,6330,Director
1918,44511,"Director, Storyboard"
920,37042,Director
920,32634,"Character Design, Animation Director"
920,12293,Key Animation
920,45688,Key Animation
10346,44762,Producer
10346,7008,"Director, Episode Director, Storyboard"
10346,1730,"Episode Director, Storyboard"
10346,46580,Episode Director
60790,986,Producer
60790,4899,Original Creator
60790,46838,Production Assistant
14957,24603,Original Creator
32805,46844,"Director, Episode Director, Script"
32805,37052,Original Creator
32805,46845,ADR Director
8302,24178,Character Design
8302,46848,Original Creator
53730,1355,Producer
53730,2258,Producer
53730,2743,Producer
53730,953,Producer
7522,9288,"Producer, Script, Theme Song Arrangement"
7522,10782,Director
7522,43013,Script
7522,6677,Storyboard
40035,3407,"Director, Episode Director, Storyboard"
40035,7842,Sound Director
40035,46864,Character Design
40035,46865,Assistant Animation Director
685,23101,Producer
685,6708,Producer
685,9240,Producer
685,41702,Producer
12439,46867,Music
8248,24865,Director
8248,5835,Sound Director
8248,17860,Theme Song Composition
8248,584,Key Animation
4574,10144,Producer
4574,38421,Director
4574,23440,Sound Director
4574,5942,"Episode Director, Storyboard"
36267,159,Producer
36267,1258,Assistant Producer
36267,7008,"Director, Episode Director, Storyboard"
36267,3208,Sound Director
39960,2130,Producer
39960,11328,Producer
39960,46377,Producer
39960,46885,Producer
37641,15396,Producer
37641,29602,"Producer, Associate Producer"
37641,46891,Assistant Producer
37641,9458,Director
38179,14511,Original Creator
38179,14512,Original Character Design
56791,41469,Original Creator
56791,41470,Original Character Design
14693,14768,Director
14693,46917,Director
14693,37918,Sound Director
14693,31806,"Theme Song Performance, Theme Song Lyrics, Theme Song Composition"
31448,46918,Original Creator
31448,27095,Original Character Design
562,46922,"Producer, Planning, Original Creator"
562,3484,Director
562,4701,Sound Director
562,33240,Script
23,24530,Director
23,13933,Episode Director
23,13970,"Episode Director, Storyboard"
23,11490,Episode Director
13251,576,Producer
13251,4348,Producer
13251,578,Director
13251,17426,Director
55302,46931,"Sound Director, Assistant Director"
55302,46932,Key Animation
55302,46933,Key Animation
2686,36243,Script
2686,46935,Theme Song Performance
2686,46573,Original Creator
2686,46936,In-Between Animation
29863,46939,Director
29863,46940,Original Creator
38078,27666,Director
38078,46942,"Script, Storyboard, Character Design"
38078,7898,Original Creator
38078,46943,Music
1370,25075,"Director, In-Between Animation, Key Animation, Special Effects, Editing, Background Art, Creator, Animation Director, 2nd Key Animation"
1370,14934,Script
1370,46944,Music
51381,1266,Producer
51381,20783,Producer
51381,46955,Producer
51381,21232,"Director, Episode Director, Storyboard"
39115,46956,Original Character Design
39115,46957,Original Creator
37424,42362,Original Creator
37424,44130,Sound Effects
45961,576,"Producer, Planning"
45961,482,"Producer, Script"
45961,8492,Producer
45961,28356,Director
4339,11838,"Director, Storyboard"
4339,8293,Storyboard
4339,6026,Storyboard
4339,46971,Storyboard
39811,159,Producer
39811,1355,Producer
39811,161,Producer
39811,4825,"Producer, Planning"
3522,6633,Director
3522,46712,Theme Song Arrangement
3522,28019,Theme Song Composition
3522,46989,Theme Song Lyrics
241,11158,Producer
241,2717,Producer
241,5275,Director
241,851,Sound Director
60651,10512,"Storyboard, Series Production Director"
60651,26782,Original Creator
60651,47000,Key Animation
60651,47001,Key Animation
1178,5520,Producer
1178,10588,"Director, Storyboard, Animation Director, Key Animation"
1178,2921,Sound Director
1178,1106,Storyboard
5147,5376,Producer
5147,20241,Director
5147,47013,Script
5147,15106,Original Creator
2060,7659,Director
2060,13039,Sound Director
2060,22414,Episode Director
2060,7860,Script
59561,1434,Producer
59561,6207,Producer
59561,47029,Producer
59561,47030,Producer
6117,2485,Producer
6117,6518,"Director, Episode Director, Storyboard"
6117,3451,Episode Director
6117,14109,Episode Director
2207,10758,Producer
2207,3390,"Director, Screenplay"
2207,8012,Sound Director
2207,47045,Theme Song Performance
19685,2002,Producer
19685,25607,Producer
19685,2173,"Director, Storyboard"
19685,782,Sound Director
17233,23077,Director
3503,10772,Producer
3503,9436,"Director, Episode Director, Storyboard"
3503,6613,Sound Director
3503,8295,"Episode Director, Animation Director"
37254,14467,Producer
37254,6877,"Director, Episode Director, Storyboard"
37254,2921,Sound Director
37254,24325,Episode Director
10207,1105,Producer
10207,6651,Key Animation
10207,47053,Animation Director
10207,47054,Planning
58925,2346,Producer
58925,3456,"Director, Episode Director, Storyboard"
58925,5837,Original Creator
58925,9023,Animation Director
39849,3072,Producer
39849,15189,"Director, Episode Director, Script, Storyboard, Original Creator"
39849,1412,Sound Director
39849,47065,Episode Director
9731,14236,Episode Director
9731,47066,Theme Song Performance
9731,38546,Theme Song Performance
9731,11737,Original Creator
1867,20197,Producer
1867,14262,Director
1867,47071,Theme Song Performance
1867,7337,Music
6205,12347,Producer
6205,5742,Producer
6205,41620,Producer
6205,29108,Director
61674,4899,Original Creator
7117,47077,"Producer, Director"
7117,47078,Music
21571,282,Producer
21571,11931,Producer
21571,22370,Assistant Producer
21571,9724,Assistant Producer
16650,10183,Director
16650,12348,"Episode Director, Storyboard"
16650,10491,Episode Director
16650,7300,Episode Director
3201,9458,Episode Director
3201,37658,Episode Director
3201,29706,"Episode Director, Storyboard"
3201,13040,Script
31422,3807,Producer
31422,1904,Producer
31422,16928,Producer
31422,47095,Producer
2601,20589,Director
2601,10491,Storyboard
2601,47100,"Theme Song Performance, Inserted Song Performance"
2601,3139,Original Creator
38425,16453,Producer
38425,1315,Producer
38425,37980,Producer
38425,6109,Producer
52830,16453,Producer
52830,1406,Producer
52830,4802,Producer
52830,16388,"Director, Sound Director, Series Composition"
61179,927,"Director, Script"
61179,16138,"Director, Storyboard, Animation Director, Character Design"
61179,47112,"Storyboard, Director of Photography"
61179,38300,Original Creator
51278,47114,Original Creator
49297,13644,"Episode Director, Storyboard"
49297,22220,Script
49297,12617,"Theme Song Lyrics, Theme Song Performance, Theme Song Composition, Theme Song Arrangement"
49297,47119,Original Character Design
1904,30232,Director
1904,47127,Character Design
1904,47128,Key Animation
1904,47129,"Key Animation, In-Between Animation"
57544,47132,Producer
57544,47133,Director
57544,47134,Theme Song Performance
57544,47135,Theme Song Performance
43711,7897,"Director, Episode Director, Script, Editing, Animation Check, Art Director, Chief Animation Director, Character Design"
43711,7899,Music
43711,47137,Sound Effects
2550,22301,"Director, Series Composition, Original Creator"
2550,25166,Key Animation
48742,7456,Producer
48742,5614,Producer
48742,1983,Producer
48742,10559,Producer
58197,47150,Producer
58197,42176,Director
58197,47151,Director
58197,26779,Storyboard
2710,17356,Producer
2710,6728,Director
2710,15190,Sound Director
2710,20680,Theme Song Lyrics
9866,24093,Director
9866,28135,Character Design
9866,6678,Assistant Director
9866,47157,Key Animation
6310,24530,Director
6310,43406,Original Creator
6310,43407,Character Design
6310,2243,Planning
20907,2173,Director
20907,18263,Episode Director
20907,47164,In-Between Animation
20907,47165,In-Between Animation
17873,9723,Producer
17873,3074,Sound Director
17873,9932,Episode Director
17873,17668,"Episode Director, Storyboard, Special Effects"
24175,390,Producer
24175,11031,Producer
24175,12736,Producer
24175,8647,"Director, Episode Director, Storyboard"
3877,25844,Director
3877,47179,"Episode Director, Storyboard"
3877,47180,Theme Song Performance
3877,47181,Original Creator
39333,47183,Animation Director
38412,32433,Music
38412,47186,Music
32728,47197,Animation Director
32728,47198,Animation Director
32728,47199,Animation Director
32728,47200,Animation Director
13449,9458,Director
13449,17775,Episode Director
13449,10655,Script
13449,12349,"Chief Animation Director, Character Design"
39298,7220,Director
39298,910,"Planning, Executive Producer"
39298,7221,Planning
39298,7222,Executive Producer
2698,16327,Producer
2698,6876,Director
2698,13040,Script
2698,47214,Original Creator
58302,25179,Director
58302,26616,Director
58302,47224,Sound Director
58302,31542,"Script, Series Composition"
50204,871,Producer
50204,5614,Producer
50204,1599,Producer
50204,2207,Producer
6468,3141,Director
6468,28092,Episode Director
6468,27356,Script
6468,17880,Script
6226,535,Producer
6226,5376,Producer
6226,5025,Sound Director
6226,11104,Script
15279,506,Producer
15279,16257,"Director, Episode Director, Storyboard, Animation Director"
15279,7377,Sound Director
15279,7736,Storyboard
31994,2089,Producer
31994,47255,Producer
31994,47256,Director
31994,47257,Director
8985,1459,Director
8985,11518,"Episode Director, Storyboard"
8985,4611,"Episode Director, Storyboard"
8985,47259,"Episode Director, Storyboard"
33195,14720,Director
33195,14721,Director
31608,16388,"Director, Character Design"
31608,38599,"Theme Song Arrangement, Theme Song Lyrics, Theme Song Composition"
31608,41472,Original Creator
31608,44802,Original Character Design
39421,20222,Director
39421,41234,Script
39421,39652,"Theme Song Composition, Theme Song Lyrics"
39421,47273,Theme Song Performance
38464,975,Producer
38464,46048,"Director, Screenplay"
38464,8905,"Theme Song Performance, Inserted Song Performance"
38464,47280,Music
4469,22071,Producer
769,6328,"Producer, Script"
769,17643,Director
769,2921,Sound Director
769,47284,ADR Director
39244,37818,Producer
39244,126,Producer
39244,3024,Producer
39244,21767,"Director, Episode Director, Storyboard"
17205,12005,Music
13047,86,Producer
13047,4249,Producer
13047,19326,Director
13047,22301,Original Creator
1704,308,Producer
1704,2499,Producer
1704,7393,"Director, Script, Storyboard, Series Composition"
1704,28616,Episode Director
4199,6677,Director
4199,11857,"Director, Episode Director"
4199,31485,Theme Song Performance
4199,26013,Theme Song Performance
32379,161,Producer
32379,1888,Producer
32379,47309,Producer
32379,14467,Producer
60063,20223,Original Creator
60063,47310,Original Character Design
21861,27819,"Director, Key Animation"
21861,47313,Music
61963,910,Chief Producer
37112,1459,Key Animation
37112,47316,Key Animation
59144,5614,Producer
59144,47323,Producer
59144,20599,Producer
59144,1358,Producer
6472,18241,Director
6472,6290,Sound Director
6472,1601,"Episode Director, Production Manager"
6472,2609,"Episode Director, Storyboard"
39709,19405,Original Creator
39709,3358,Planning
5276,22645,Producer
5276,18241,"Director, Series Composition"
5276,46939,"Director, Episode Director, Storyboard"
5276,38765,Episode Director
40964,159,Producer
40964,1355,Producer
40964,47342,Producer
40964,13587,Producer
10210,24049,Director
10210,10491,Episode Director
10210,3005,"Episode Director, Chief Animation Director"
10210,47349,Episode Director
2617,6850,Producer
2617,17297,"Director, Screenplay"
2617,9638,"Storyboard, Key Animation"
2617,974,Production Manager
707,33130,Director
707,27376,"Episode Director, Storyboard"
707,15106,Original Creator
60316,46819,Director
60316,14769,Sound Director
60316,47363,Theme Song Performance
60316,47364,Theme Song Performance
62385,5450,Director
62385,8983,Character Design
49471,14894,Director
49471,47365,"Theme Song Performance, Inserted Song Performance"
49471,47366,"Theme Song Performance, Inserted Song Performance"
49471,47367,"Theme Song Composition, Theme Song Lyrics"
2312,22301,"Director, Color Design, Key Animation, Original Creator, Animation Director, Character Design"
2312,47370,"Storyboard, Background Art"
2312,46542,Music
2312,32187,In-Between Animation
9858,10958,Producer
9858,18935,Producer
9858,9458,"Director, Screenplay"
9858,1783,Sound Director
29722,10035,"Director, Character Design"
29722,1260,Music
29722,47383,ADR Director
29722,47384,Music
17020,782,Sound Director
1884,1888,Producer
1884,1944,Producer
1884,3809,Assistant Producer
1884,8792,Director
38807,47397,Original Creator
38807,47398,Original Character Design
9121,47399,Original Creator
1235,47400,Original Creator
1235,11895,Music
39414,44607,Original Creator
43762,11030,Producer
43762,2106,Producer
43762,12693,Producer
43762,5644,"Director, Storyboard, Theme Song Lyrics"
2281,7730,Producer
2281,6633,Director
2281,3074,Sound Director
2281,2494,Episode Director
1570,6314,Producer
1570,30140,"Director, Storyboard"
1570,26492,Sound Director
1570,22491,"Episode Director, Key Animation"
42072,2130,Producer
42072,15801,Producer
42072,14078,Producer
42072,46754,Producer
49423,26558,Producer
49423,3847,Producer
49423,47440,Producer
49423,47441,Producer
1428,35390,Producer
1428,12776,Director
1428,8421,Director
1428,5407,Original Creator
57996,47444,Director
24489,46167,Assistant Producer
24489,696,Storyboard
24489,44892,Original Creator
24489,31032,Key Animation
33010,22466,Producer
33010,7716,Producer
33010,32429,"Producer, Production Coordination, Production Assistant"
33010,40440,Director
2277,13273,Director
2277,47466,Theme Song Performance
2277,37052,Character Design
2277,26274,"Key Animation, Animation Director"
4121,47475,Episode Director
4121,3073,Episode Director
4121,19647,Script
4121,23325,Script
54841,47477,Director
4640,413,Assistant Producer
4640,3788,"Director, Script, Original Creator"
4640,15883,Sound Director
4640,7337,"Theme Song Composition, Theme Song Arrangement, Music"
6230,7517,Producer
6230,13970,Director
6230,13039,Sound Director
6230,8218,"Episode Director, Storyboard, Mechanical Design"
5386,3788,"Producer, Script, Original Creator"
5386,4116,Producer
5386,281,Producer
5386,2485,Producer
37979,159,Producer
37979,1160,Producer
37979,4729,Producer
37979,1315,Producer
56588,16212,Director
56588,47499,Director
56588,2924,Sound Director
56588,47500,Episode Director
19271,9225,Producer
19271,22421,Director
19271,3338,Sound Director
19271,27093,Theme Song Performance
58224,1001,Music
58224,5912,Original Character Design
58224,5913,Original Creator
49612,1355,Producer
49612,1314,Producer
49612,17495,Producer
49612,34478,Producer
4961,10287,Producer
4961,13339,Director
4961,26201,Original Creator
4961,8700,Series Composition
5925,696,Director
5925,1783,Sound Director
5925,31088,Episode Director
5925,29416,Art Director
3448,13292,Director
