anime_id,company_id,role
35672,2970,Studio
35672,1337,Producer
35672,614,Producer
35672,3648,Producer
35672,772,Producer
35672,12881,Producer
35672,12882,Producer
35672,11019,Producer
35672,35,Licensor
35672,36,Licensor
32836,3165,Studio
32836,2435,Producer
32836,2004,Producer
32836,2116,Producer
32836,1145,Producer
32836,4771,Producer
32836,393,Licensor
856,261,Studio
856,826,Producer
856,1387,Producer
856,12889,Producer
856,1088,Licensor
856,5,Licensor
25729,5709,Studio
25729,343,Producer
25729,1872,Producer
25729,35,Licensor
25729,36,Licensor
17437,210,Studio
17437,3,Producer
17437,237,Producer
17437,238,Producer
17437,2551,Producer
17437,2076,Producer
17437,286,Producer
17437,35,Licensor
17437,36,Licensor
59980,852,Studio
59980,33,Producer
59980,34,Producer
59980,35,Licensor
59980,36,Licensor
32551,441,Studio
32551,127,Producer
32551,1621,Producer
32551,4314,Licensor
14941,3165,Studio
14941,1774,Producer
14941,233,Licensor
48780,742,Studio
48780,3,Producer
48780,417,Producer
48780,12937,Producer
48780,7203,Producer
48780,35,Licensor
48780,36,Licensor
32948,4804,Studio
32948,3,Producer
32948,4,Producer
32948,978,Producer
32948,1231,Producer
32948,1232,Producer
32948,12949,Producer
32948,393,Licensor
22265,236,Studio
22265,8746,Studio
22265,826,Producer
22265,135,Producer
22265,12959,Producer
22265,4689,Producer
22265,5,Licensor
21843,32,Studio
21843,1965,Producer
21843,1297,Producer
21843,5,Licensor
345,169,Studio
345,135,Producer
345,237,Producer
345,12621,Producer
345,3041,Producer
345,2469,Licensor
2961,441,Studio
2961,33,Producer
2961,34,Producer
2961,393,Licensor
2961,9464,Licensor
42956,11619,Studio
42956,893,Producer
42956,11620,Producer
42956,11621,Producer
42956,11622,Producer
42956,11623,Producer
42956,35,Licensor
42956,36,Licensor
24765,2174,Studio
24765,2844,Producer
24765,517,Producer
24765,1965,Producer
24765,233,Licensor
617,61,Studio
617,12985,Producer
617,417,Producer
617,586,Producer
617,392,Producer
617,233,Licensor
617,1778,Licensor
38086,875,Studio
38086,3,Producer
38086,1194,Producer
38086,7583,Producer
38086,193,Licensor
38594,2244,Studio
38594,3854,Producer
38594,347,Licensor
35079,2174,Studio
35079,417,Producer
35079,211,Producer
35079,3492,Producer
35079,1965,Producer
35079,1461,Producer
35079,2056,Producer
35079,5,Licensor
34855,1750,Studio
34855,33,Producer
34855,34,Producer
34855,35,Licensor
34855,36,Licensor
31989,236,Studio
31989,826,Producer
31989,343,Producer
31989,129,Licensor
33191,1602,Studio
33191,128,Producer
33191,64,Producer
33191,65,Licensor
1813,4654,Studio
1813,2397,Producer
1813,826,Producer
1813,513,Producer
1813,1500,Licensor
2454,169,Studio
2454,33,Producer
2454,34,Producer
2454,3320,Licensor
2454,393,Licensor
32268,463,Studio
32268,3,Producer
32268,136,Producer
32268,193,Licensor
42625,32,Studio
42625,3,Producer
42625,4,Producer
42625,465,Producer
42625,978,Producer
42625,1462,Producer
42625,35,Licensor
42625,36,Licensor
6772,875,Studio
6772,3341,Studio
6772,285,Producer
6772,826,Producer
6772,613,Producer
6772,11649,Producer
6772,11650,Producer
6772,233,Licensor
1915,5536,Studio
1915,13050,Producer
1915,1145,Producer
1915,1062,Producer
1915,393,Licensor
251,1087,Studio
251,464,Producer
251,4768,Producer
251,393,Licensor
251,655,Licensor
1483,61,Studio
1483,62,Producer
1483,63,Producer
1483,92,Producer
1483,655,Licensor
444,1087,Studio
444,2,Producer
444,2229,Producer
444,1108,Producer
444,2469,Licensor
28927,132,Studio
28927,1965,Producer
28927,64,Producer
28927,5,Licensor
37027,117,Studio
37027,826,Producer
37027,343,Producer
37027,5,Licensor
54722,13091,Studio
54722,826,Producer
54722,515,Producer
54722,1294,Producer
54722,2054,Producer
54722,589,Producer
54722,6095,Producer
54722,828,Producer
54722,233,Licensor
21473,210,Studio
21473,3,Producer
21473,2229,Producer
21473,417,Producer
21473,6166,Producer
21473,287,Producer
21473,193,Licensor
228,1087,Studio
228,3,Producer
228,1166,Producer
228,1144,Producer
228,5,Licensor
208,1087,Studio
208,3,Producer
208,3716,Producer
208,193,Licensor
208,1778,Licensor
2594,61,Studio
2594,418,Producer
2594,718,Producer
2594,35,Licensor
2594,36,Licensor
23385,236,Studio
23385,33,Producer
23385,34,Producer
23385,233,Licensor
7471,538,Studio
7471,33,Producer
7471,34,Producer
7471,35,Licensor
7471,36,Licensor
37306,9024,Studio
37306,33,Producer
37306,34,Producer
37306,65,Licensor
53747,2244,Studio
53747,586,Producer
53747,3853,Producer
53747,347,Licensor
36699,954,Studio
36699,33,Producer
36699,34,Producer
36699,347,Licensor
60131,1750,Studio
60131,417,Producer
60131,515,Producer
60131,1585,Producer
60131,1232,Producer
60131,589,Producer
60131,35,Licensor
60131,36,Licensor
40331,5253,Studio
40331,33,Producer
40331,34,Producer
40331,347,Licensor
23755,210,Studio
23755,3,Producer
23755,4,Producer
23755,134,Producer
23755,136,Producer
23755,417,Producer
23755,5,Licensor
145,1385,Studio
145,1891,Studio
145,2,Producer
145,4293,Producer
145,5362,Producer
145,2469,Licensor
7592,1087,Studio
7592,416,Producer
7592,2229,Producer
7592,135,Producer
7592,586,Producer
7592,64,Producer
7592,1338,Producer
7592,287,Producer
7592,3942,Producer
7592,65,Licensor
24543,210,Studio
24543,3,Producer
24543,2229,Producer
24543,417,Producer
24543,6166,Producer
24543,287,Producer
24543,193,Licensor
255,852,Studio
255,285,Producer
255,192,Producer
255,2844,Producer
255,35,Licensor
255,36,Licensor
10278,210,Studio
10278,3,Producer
10278,237,Producer
10278,2551,Producer
10278,286,Producer
10278,35,Licensor
10278,36,Licensor
30549,13231,Studio
30549,1774,Producer
30549,134,Producer
30549,35,Licensor
30549,36,Licensor
150,875,Studio
150,3,Producer
150,134,Producer
150,12611,Producer
150,2807,Licensor
60593,414,Studio
60593,415,Producer
60593,4,Producer
60593,416,Producer
60593,417,Producer
60593,418,Producer
60593,64,Producer
60593,35,Licensor
60593,36,Licensor
44059,5743,Studio
44059,5744,Studio
44059,33,Producer
44059,34,Producer
44059,35,Licensor
44059,36,Licensor
539,3342,Studio
539,5009,Producer
539,5,Licensor
539,655,Licensor
540,3342,Studio
540,5009,Producer
540,392,Producer
540,5,Licensor
540,655,Licensor
3713,1087,Studio
3713,3,Producer
3713,1337,Producer
3713,233,Licensor
582,13280,Studio
582,1785,Producer
582,285,Producer
582,237,Producer
582,35,Licensor
582,36,Licensor
18055,1087,Studio
18055,285,Producer
18055,512,Producer
18055,826,Producer
18055,417,Producer
18055,1144,Producer
18055,5069,Producer
18055,233,Licensor
45558,3279,Studio
45558,3280,Studio
45558,893,Producer
45558,35,Licensor
45558,36,Licensor
33446,2072,Studio
33446,2720,Producer
33446,35,Licensor
33446,36,Licensor
42238,10016,Studio
42238,11607,Producer
42238,1045,Producer
42238,11608,Producer
42238,35,Licensor
42238,36,Licensor
123,169,Studio
123,2,Producer
123,2229,Producer
123,13316,Producer
123,1500,Licensor
123,655,Licensor
36704,236,Studio
36704,8746,Studio
36704,135,Producer
36704,344,Producer
36704,3197,Producer
36704,827,Producer
36704,5,Licensor
2800,441,Studio
2800,853,Producer
2800,35,Licensor
2800,36,Licensor
49785,1891,Studio
49785,2,Producer
49785,370,Producer
49785,6532,Producer
49785,35,Licensor
49785,36,Licensor
52364,1087,Studio
52364,33,Producer
52364,34,Producer
52364,35,Licensor
52364,36,Licensor
60,3466,Studio
60,826,Producer
60,514,Producer
60,978,Producer
60,1088,Licensor
60,5,Licensor
110,2522,Studio
110,33,Producer
110,34,Producer
110,35,Licensor
110,36,Licensor
1946,441,Studio
1946,4689,Producer
1946,35,Licensor
1946,36,Licensor
38002,2174,Studio
38002,33,Producer
38002,34,Producer
38002,35,Licensor
38002,36,Licensor
1690,3466,Studio
1690,721,Producer
1690,211,Producer
1690,5583,Producer
1690,5584,Producer
1690,393,Licensor
39681,4268,Studio
39681,2004,Producer
39681,233,Licensor
71,3466,Studio
71,514,Producer
71,613,Producer
71,1088,Licensor
71,5,Licensor
33845,236,Studio
33845,8746,Studio
33845,33,Producer
33845,34,Producer
33845,5,Licensor
53881,9811,Studio
53881,9812,Producer
53881,9813,Producer
53881,9814,Producer
53881,9815,Producer
53881,35,Licensor
53881,36,Licensor
52999,930,Studio
52999,13416,Producer
52999,35,Licensor
52999,36,Licensor
56894,441,Studio
56894,33,Producer
56894,34,Producer
56894,35,Licensor
56894,36,Licensor
50425,11780,Studio
50425,826,Producer
50425,238,Producer
50425,515,Producer
50425,613,Producer
50425,13440,Producer
50425,13441,Producer
50425,589,Producer
50425,828,Producer
50425,35,Licensor
50425,36,Licensor
53716,441,Studio
53716,344,Producer
53716,13456,Producer
53716,35,Licensor
53716,36,Licensor
37972,2970,Studio
37972,237,Producer
37972,417,Producer
37972,211,Producer
37972,1872,Producer
37972,5,Licensor
821,4685,Studio
821,3059,Producer
821,978,Producer
821,35,Licensor
821,36,Licensor
1606,117,Studio
1606,416,Producer
1606,955,Producer
1606,4979,Producer
1606,65,Licensor
1606,393,Licensor
24439,191,Studio
24439,540,Producer
24439,134,Producer
24439,91,Producer
24439,64,Producer
24439,467,Producer
24439,5069,Producer
24439,5,Licensor
55692,13495,Studio
55692,893,Producer
55692,35,Licensor
55692,36,Licensor
55315,13499,Studio
55315,33,Producer
55315,34,Producer
55315,35,Licensor
55315,36,Licensor
6904,3165,Studio
6904,33,Producer
6904,34,Producer
6904,35,Licensor
6904,36,Licensor
58725,463,Studio
58725,135,Producer
58725,417,Producer
58725,515,Producer
58725,1232,Producer
58725,1338,Producer
58725,589,Producer
58725,1808,Producer
58725,827,Producer
58725,35,Licensor
58725,36,Licensor
40044,852,Studio
40044,33,Producer
40044,34,Producer
40044,35,Licensor
40044,36,Licensor
12725,3789,Studio
12725,3059,Producer
12725,978,Producer
12725,35,Licensor
12725,36,Licensor
9000,61,Studio
9000,2,Producer
9000,285,Producer
9000,6602,Producer
9000,5926,Producer
9000,4632,Producer
9000,417,Producer
9000,718,Producer
9000,6603,Producer
9000,2615,Producer
9000,92,Producer
9000,3942,Producer
9000,541,Producer
9000,1318,Licensor
9000,393,Licensor
30240,1891,Studio
30240,2397,Producer
30240,136,Producer
30240,417,Producer
30240,128,Producer
30240,613,Producer
30240,2680,Producer
30240,5,Licensor
1002,1385,Studio
1002,285,Producer
1002,393,Licensor
1002,5012,Licensor
53874,261,Studio
53874,2,Producer
53874,9712,Licensor
18245,3165,Studio
18245,1774,Producer
18245,35,Licensor
18245,36,Licensor
57097,13570,Studio
57097,33,Producer
57097,34,Producer
57097,35,Licensor
57097,36,Licensor
6444,9153,Studio
6444,1408,Producer
6444,2,Producer
6444,233,Licensor
18753,1317,Studio
18753,33,Producer
18753,34,Producer
18753,35,Licensor
18753,36,Licensor
38414,511,Studio
38414,2,Producer
38414,515,Producer
38414,2435,Producer
38414,636,Producer
38414,589,Producer
38414,35,Licensor
38414,36,Licensor
58488,511,Studio
58488,11450,Producer
58488,1585,Producer
58488,1415,Producer
58488,344,Producer
58488,2845,Producer
58488,9422,Producer
58488,2400,Producer
58488,855,Producer
58488,828,Producer
58488,7919,Producer
58488,35,Licensor
58488,36,Licensor
58714,9745,Studio
58714,13589,Studio
58714,135,Producer
58714,1144,Producer
58714,613,Producer
58714,1337,Producer
58714,2054,Producer
58714,12006,Producer
58714,1296,Producer
58714,4717,Producer
58714,3510,Producer
58714,6095,Producer
58714,10626,Producer
58714,1462,Producer
58714,6,Licensor
58939,538,Studio
58939,2,Producer
58939,64,Producer
58939,35,Licensor
58939,36,Licensor
41488,2970,Studio
41488,826,Producer
41488,136,Producer
41488,1338,Producer
41488,3197,Producer
41488,3486,Producer
41488,785,Producer
41488,1684,Producer
41488,3487,Producer
41488,35,Licensor
41488,36,Licensor
40665,1293,Studio
40665,2004,Producer
40665,35,Licensor
40665,36,Licensor
36286,511,Studio
36286,2,Producer
36286,515,Producer
36286,2435,Producer
36286,636,Producer
36286,589,Producer
36286,35,Licensor
36286,36,Licensor
40735,2719,Studio
40735,893,Producer
40735,35,Licensor
40735,36,Licensor
24405,441,Studio
24405,853,Producer
24405,233,Licensor
60279,2761,Studio
60279,1045,Producer
60279,35,Licensor
60279,36,Licensor
39597,210,Studio
39597,3,Producer
39597,286,Producer
39597,1461,Producer
39597,7362,Producer
39597,589,Producer
39597,1537,Producer
39597,193,Licensor
53367,13614,Studio
53367,7317,Producer
53367,9676,Producer
53367,3184,Producer
53367,35,Licensor
53367,36,Licensor
58502,32,Studio
58502,2,Producer
58502,417,Producer
58502,2004,Producer
58502,699,Producer
58502,8362,Producer
58502,1008,Producer
58502,35,Licensor
58502,36,Licensor
9441,4492,Studio
9441,1408,Producer
9441,64,Producer
9441,6554,Licensor
21755,875,Studio
21755,7500,Studio
21755,2,Producer
21755,285,Producer
21755,540,Producer
21755,4676,Producer
21755,64,Producer
21755,35,Licensor
21755,36,Licensor
54565,2970,Studio
54565,33,Producer
54565,34,Producer
54565,35,Licensor
54565,36,Licensor
47257,1891,Studio
47257,90,Producer
47257,5423,Producer
47257,1965,Producer
47257,1338,Producer
47257,92,Producer
47257,3648,Producer
47257,785,Producer
47257,5,Licensor
35789,538,Studio
35789,2,Producer
35789,5926,Producer
35789,91,Producer
35789,854,Producer
35789,35,Licensor
35789,36,Licensor
40024,441,Studio
40024,1087,Studio
40024,33,Producer
40024,34,Producer
40024,35,Licensor
40024,36,Licensor
51898,11290,Studio
51898,2720,Producer
51898,1045,Producer
51898,35,Licensor
51898,36,Licensor
44200,191,Studio
44200,33,Producer
44200,34,Producer
44200,5,Licensor
2213,3606,Studio
2213,416,Producer
2213,35,Licensor
2213,36,Licensor
3515,441,Studio
3515,33,Producer
3515,34,Producer
3515,35,Licensor
3515,36,Licensor
52193,2679,Studio
52193,343,Producer
52193,417,Producer
52193,1337,Producer
52193,11650,Producer
52193,1297,Producer
52193,1641,Producer
52193,1008,Producer
52193,1809,Producer
52193,233,Licensor
25649,1087,Studio
25649,512,Producer
25649,826,Producer
25649,514,Producer
25649,11876,Producer
25649,5,Licensor
25341,875,Studio
25341,61,Studio
25341,136,Producer
25341,35,Licensor
25341,36,Licensor
13117,1087,Studio
13117,6878,Producer
13117,512,Producer
13117,613,Producer
13117,233,Licensor
96,117,Studio
96,853,Producer
96,2844,Producer
96,2469,Licensor
96,288,Licensor
331,2522,Studio
331,4,Producer
331,4689,Producer
331,35,Licensor
331,36,Licensor
34973,117,Studio
34973,285,Producer
34973,826,Producer
34973,3492,Producer
34973,2004,Producer
34973,5,Licensor
19511,169,Studio
19511,33,Producer
19511,34,Producer
19511,35,Licensor
19511,36,Licensor
48903,441,Studio
48903,978,Producer
48903,127,Producer
48903,286,Producer
48903,64,Producer
48903,785,Producer
48903,6,Licensor
986,441,Studio
986,33,Producer
986,34,Producer
986,5,Licensor
38958,210,Studio
38958,33,Producer
38958,34,Producer
38958,35,Licensor
38958,36,Licensor
160,3342,Studio
160,721,Producer
160,5009,Producer
160,238,Producer
160,6883,Producer
160,1088,Licensor
160,1853,Licensor
17249,1440,Studio
17249,13730,Studio
17249,2,Producer
17249,35,Licensor
17249,36,Licensor
33520,132,Studio
33520,33,Producer
33520,34,Producer
33520,35,Licensor
33520,36,Licensor
38373,3165,Studio
38373,33,Producer
38373,34,Producer
38373,35,Licensor
38373,36,Licensor
40416,10553,Studio
40416,2551,Producer
40416,35,Licensor
40416,36,Licensor
2985,61,Studio
2985,62,Producer
2985,64,Producer
2985,35,Licensor
2985,36,Licensor
22125,875,Studio
22125,33,Producer
22125,34,Producer
22125,35,Licensor
22125,36,Licensor
1289,117,Studio
1289,955,Producer
1289,1853,Licensor
1289,6554,Licensor
33519,132,Studio
33519,33,Producer
33519,34,Producer
33519,35,Licensor
33519,36,Licensor
1008,1087,Studio
1008,135,Producer
1008,978,Producer
1008,65,Licensor
53590,8529,Studio
53590,826,Producer
53590,417,Producer
53590,613,Producer
53590,1337,Producer
53590,344,Producer
53590,4655,Producer
53590,2400,Producer
53590,855,Producer
53590,828,Producer
53590,7919,Producer
53590,6,Licensor
10389,875,Studio
10389,285,Producer
10389,3343,Producer
10389,514,Producer
10389,8120,Producer
10389,134,Producer
10389,237,Producer
10389,6399,Producer
10389,10195,Producer
10389,516,Producer
10389,4602,Producer
10389,13778,Producer
10389,212,Producer
10389,7534,Producer
10389,346,Licensor
10389,347,Licensor
41471,5409,Studio
41471,13795,Studio
41471,33,Producer
41471,34,Producer
41471,233,Licensor
9751,3342,Studio
9751,514,Producer
9751,2551,Producer
9751,613,Producer
9751,6387,Producer
9751,5069,Producer
9751,5,Licensor
36474,210,Studio
36474,3,Producer
36474,2397,Producer
36474,286,Producer
36474,1461,Producer
36474,7362,Producer
36474,589,Producer
36474,193,Licensor
15731,5709,Studio
15731,6292,Producer
15731,35,Licensor
15731,36,Licensor
58535,441,Studio
58535,13820,Producer
58535,35,Licensor
58535,36,Licensor
22101,169,Studio
22101,62,Producer
22101,465,Producer
22101,63,Producer
22101,233,Licensor
36470,1750,Studio
36470,515,Producer
36470,2054,Producer
36470,1338,Producer
36470,589,Producer
36470,233,Licensor
1699,3466,Studio
1699,3167,Producer
1699,514,Producer
1699,6399,Producer
1699,1166,Producer
1699,4362,Producer
1699,5583,Producer
1699,5584,Producer
1699,5,Licensor
41590,12460,Studio
41590,13856,Producer
41590,35,Licensor
41590,36,Licensor
43609,210,Studio
43609,3,Producer
43609,64,Producer
43609,35,Licensor
43609,36,Licensor
55684,13859,Studio
55684,893,Producer
55684,35,Licensor
55684,36,Licensor
58448,13859,Studio
58448,893,Producer
58448,35,Licensor
58448,36,Licensor
37341,2115,Studio
37341,33,Producer
37341,34,Producer
37341,35,Licensor
37341,36,Licensor
5751,7500,Studio
5751,133,Producer
5751,2,Producer
5751,285,Producer
5751,1165,Producer
5751,540,Producer
5751,64,Producer
5751,35,Licensor
5751,36,Licensor
53865,3196,Studio
53865,1408,Producer
53865,134,Producer
53865,1965,Producer
53865,64,Producer
53865,212,Producer
53865,35,Licensor
53865,36,Licensor
48405,132,Studio
48405,1872,Producer
48405,263,Producer
48405,699,Producer
48405,35,Licensor
48405,36,Licensor
24151,875,Studio
24151,91,Producer
24151,35,Licensor
24151,36,Licensor
969,7378,Studio
969,464,Producer
969,5,Licensor
37869,4268,Studio
37869,1640,Producer
37869,2004,Producer
37869,1337,Producer
37869,614,Producer
37869,4270,Producer
37869,6988,Producer
37869,233,Licensor
39495,132,Studio
39495,133,Producer
39495,1872,Producer
39495,263,Producer
39495,2468,Producer
39495,35,Licensor
39495,36,Licensor
6702,3165,Studio
6702,210,Studio
6702,2,Producer
6702,4,Producer
6702,135,Producer
6702,136,Producer
6702,1144,Producer
6702,5,Licensor
38027,236,Studio
38027,8746,Studio
38027,33,Producer
38027,34,Producer
38027,35,Licensor
38027,36,Licensor
11737,210,Studio
11737,3,Producer
11737,64,Producer
11737,1109,Producer
11737,193,Licensor
22583,210,Studio
22583,3,Producer
22583,4,Producer
22583,416,Producer
22583,128,Producer
22583,418,Producer
22583,63,Producer
22583,1834,Producer
22583,13900,Producer
22583,13901,Producer
22583,13902,Producer
22583,13903,Producer
22583,1786,Producer
22583,13904,Producer
22583,233,Licensor
53148,1891,Studio
53148,2399,Producer
53148,35,Licensor
53148,36,Licensor
106,441,Studio
106,2075,Producer
106,4689,Producer
106,65,Licensor
106,393,Licensor
4596,117,Studio
4596,285,Producer
4596,134,Producer
4596,35,Licensor
4596,36,Licensor
37958,9153,Studio
37958,1408,Producer
37958,62,Producer
37958,192,Producer
37958,515,Producer
37958,2551,Producer
37958,5777,Producer
37958,3648,Producer
37958,13934,Producer
37958,6292,Producer
37958,5,Licensor
41433,169,Studio
41433,1165,Producer
41433,2229,Producer
41433,805,Producer
41433,1965,Producer
41433,588,Producer
41433,2615,Producer
41433,4717,Producer
41433,3510,Producer
41433,11019,Producer
41433,5,Licensor
51989,4268,Studio
51989,1640,Producer
51989,2004,Producer
51989,1337,Producer
51989,614,Producer
51989,4270,Producer
51989,35,Licensor
51989,36,Licensor
1356,441,Studio
1356,33,Producer
1356,34,Producer
1356,393,Licensor
37109,2174,Studio
37109,33,Producer
37109,34,Producer
37109,233,Licensor
2229,441,Studio
2229,33,Producer
2229,34,Producer
2229,35,Licensor
2229,36,Licensor
30778,210,Studio
30778,33,Producer
30778,34,Producer
30778,5,Licensor
9201,3165,Studio
9201,33,Producer
9201,34,Producer
9201,35,Licensor
9201,36,Licensor
132,1087,Studio
132,237,Producer
132,136,Producer
132,7614,Producer
132,238,Producer
132,1088,Licensor
132,233,Licensor
31931,3341,Studio
31931,514,Producer
31931,515,Producer
31931,613,Producer
31931,2435,Producer
31931,1337,Producer
31931,286,Producer
31931,5011,Producer
31931,3197,Producer
31931,5,Licensor
7647,463,Studio
7647,192,Producer
7647,1774,Producer
7647,238,Producer
7647,1318,Licensor
4725,11144,Studio
4725,13998,Studio
4725,826,Producer
4725,514,Producer
4725,238,Producer
4725,516,Producer
4725,613,Producer
4725,5,Licensor
44388,4703,Studio
44388,1045,Producer
44388,35,Licensor
44388,36,Licensor
54005,132,Studio
54005,91,Producer
54005,35,Licensor
54005,36,Licensor
10350,1087,Studio
10350,33,Producer
10350,34,Producer
10350,233,Licensor
39585,441,Studio
39585,33,Producer
39585,34,Producer
39585,35,Licensor
39585,36,Licensor
452,117,Studio
452,416,Producer
452,586,Producer
452,63,Producer
452,92,Producer
452,3648,Producer
452,3588,Producer
452,8634,Producer
452,65,Licensor
40571,3961,Studio
40571,826,Producer
40571,417,Producer
40571,515,Producer
40571,1296,Producer
40571,589,Producer
40571,4206,Producer
40571,5,Licensor
50695,9745,Studio
50695,2495,Producer
50695,136,Producer
50695,370,Producer
50695,2615,Producer
50695,1415,Producer
50695,137,Producer
50695,35,Licensor
50695,36,Licensor
2593,914,Studio
2593,3,Producer
2593,136,Producer
2593,1194,Producer
2593,193,Licensor
40221,4788,Studio
40221,1775,Producer
40221,1415,Producer
40221,8174,Producer
40221,14042,Producer
40221,14043,Producer
40221,1300,Producer
40221,65,Licensor
40936,14055,Studio
40936,1871,Producer
40936,589,Producer
40936,193,Licensor
54744,1750,Studio
54744,1775,Producer
54744,805,Producer
54744,589,Producer
54744,6,Licensor
31765,210,Studio
31765,3,Producer
31765,2397,Producer
31765,3492,Producer
31765,286,Producer
31765,1461,Producer
31765,193,Licensor
48438,4806,Studio
48438,1872,Producer
48438,263,Producer
48438,2468,Producer
48438,699,Producer
48438,35,Licensor
48438,36,Licensor
56662,61,Studio
56662,237,Producer
56662,515,Producer
56662,211,Producer
56662,2615,Producer
56662,13441,Producer
56662,589,Producer
56662,35,Licensor
56662,36,Licensor
29854,32,Studio
29854,1833,Studio
29854,2844,Producer
29854,2680,Producer
29854,315,Producer
29854,7800,Producer
29854,233,Licensor
1985,441,Studio
1985,978,Producer
1985,10518,Producer
1985,35,Licensor
1985,36,Licensor
40389,3165,Studio
40389,133,Producer
40389,343,Producer
40389,3345,Producer
40389,3197,Producer
40389,785,Producer
40389,3487,Producer
40389,35,Licensor
40389,36,Licensor
57390,441,Studio
57390,344,Producer
57390,35,Licensor
57390,36,Licensor
7762,875,Studio
7762,1109,Producer
7762,35,Licensor
7762,36,Licensor
41409,10773,Studio
41409,14131,Studio
41409,1045,Producer
41409,14132,Producer
41409,35,Licensor
41409,36,Licensor
1095,875,Studio
1095,1087,Studio
1095,285,Producer
1095,343,Producer
1095,127,Producer
1095,955,Producer
1095,6554,Licensor
1095,1778,Licensor
1095,5012,Licensor
10495,1750,Studio
10495,2,Producer
10495,14142,Producer
10495,2844,Producer
10495,135,Producer
10495,1144,Producer
10495,14143,Producer
10495,14144,Producer
10495,1318,Licensor
46,3057,Studio
46,978,Producer
46,418,Producer
46,1088,Licensor
46,193,Licensor
34561,3244,Studio
34561,3,Producer
34561,211,Producer
34561,92,Producer
34561,344,Producer
34561,35,Licensor
34561,36,Licensor
5507,210,Studio
5507,3,Producer
5507,1775,Producer
5507,1678,Producer
5507,35,Licensor
5507,36,Licensor
57487,7457,Studio
57487,33,Producer
57487,34,Producer
57487,35,Licensor
57487,36,Licensor
25801,1087,Studio
25801,1774,Producer
25801,136,Producer
25801,35,Licensor
25801,36,Licensor
55454,4962,Studio
55454,3166,Studio
55454,134,Producer
55454,128,Producer
55454,613,Producer
55454,14182,Producer
55454,2615,Producer
55454,5995,Producer
55454,35,Licensor
55454,36,Licensor
41061,2115,Studio
41061,33,Producer
41061,34,Producer
41061,35,Licensor
41061,36,Licensor
34547,32,Studio
34547,3,Producer
34547,134,Producer
34547,136,Producer
34547,4603,Producer
34547,636,Producer
34547,3539,Producer
34547,2376,Producer
34547,1298,Producer
34547,7798,Producer
34547,35,Licensor
34547,36,Licensor
7303,538,Studio
7303,33,Producer
7303,34,Producer
7303,35,Licensor
7303,36,Licensor
39355,2174,Studio
39355,14202,Producer
39355,371,Producer
39355,5,Licensor
21435,2970,Studio
21435,12386,Producer
21435,1337,Producer
21435,614,Producer
21435,3648,Producer
21435,772,Producer
21435,12881,Producer
21435,14214,Producer
21435,14215,Producer
21435,35,Licensor
21435,36,Licensor
49759,7608,Studio
49759,1045,Producer
49759,35,Licensor
49759,36,Licensor
6046,875,Studio
6046,285,Producer
6046,1109,Producer
6046,5,Licensor
58855,2970,Studio
58855,1387,Producer
58855,35,Licensor
58855,36,Licensor
44141,1750,Studio
44141,515,Producer
44141,1872,Producer
44141,1296,Producer
44141,7797,Producer
44141,589,Producer
44141,4430,Producer
44141,1684,Producer
44141,35,Licensor
44141,36,Licensor
22819,117,Studio
22819,33,Producer
22819,34,Producer
22819,35,Licensor
22819,36,Licensor
10717,191,Studio
10717,285,Producer
10717,826,Producer
10717,417,Producer
10717,2680,Producer
10717,287,Producer
10717,5069,Producer
10717,1109,Producer
10717,233,Licensor
2558,2522,Studio
2558,33,Producer
2558,34,Producer
2558,35,Licensor
2558,36,Licensor
9062,2679,Studio
9062,3,Producer
9062,6400,Producer
9062,233,Licensor
44067,3457,Studio
44067,893,Producer
44067,35,Licensor
44067,36,Licensor
33253,11229,Studio
33253,91,Producer
33253,1145,Producer
33253,233,Licensor
1689,585,Studio
1689,33,Producer
1689,34,Producer
1689,1088,Licensor
1689,288,Licensor
1689,393,Licensor
1689,347,Licensor
1689,6,Licensor
13709,3466,Studio
13709,33,Producer
13709,34,Producer
13709,5,Licensor
3090,3342,Studio
3090,3942,Producer
3090,35,Licensor
3090,36,Licensor
18671,236,Studio
18671,826,Producer
18671,237,Producer
18671,233,Licensor
55071,3313,Studio
55071,136,Producer
55071,613,Producer
55071,1145,Producer
55071,1415,Producer
55071,3510,Producer
55071,35,Licensor
55071,36,Licensor
9471,3196,Studio
9471,826,Producer
9471,513,Producer
9471,7264,Producer
9471,2565,Producer
9471,10694,Producer
9471,12046,Producer
9471,287,Producer
9471,1062,Producer
9471,5,Licensor
30413,538,Studio
30413,2,Producer
30413,5926,Producer
30413,91,Producer
30413,854,Producer
30413,542,Producer
30413,393,Licensor
48779,7719,Studio
48779,1872,Producer
48779,589,Producer
48779,14341,Producer
48779,35,Licensor
48779,36,Licensor
11359,441,Studio
11359,978,Producer
11359,5,Licensor
33672,852,Studio
33672,853,Producer
33672,2075,Producer
33672,586,Producer
33672,14361,Producer
33672,92,Producer
33672,35,Licensor
33672,36,Licensor
23251,538,Studio
23251,2,Producer
23251,512,Producer
23251,513,Producer
23251,540,Producer
23251,1295,Producer
23251,233,Licensor
6637,875,Studio
6637,4,Producer
6637,978,Producer
6637,466,Producer
6637,418,Producer
6637,1109,Producer
6637,3779,Producer
6637,5,Licensor
6927,875,Studio
6927,4,Producer
6927,978,Producer
6927,466,Producer
6927,418,Producer
6927,1109,Producer
6927,3779,Producer
6927,5,Licensor
9065,1087,Studio
